player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Sem Steijn,NED,MF,Twente,Eredivisie,21,2001,34,32,2414,26.8,17,3,20,16,1,1,1,0,12.9,12.1,2.2,14.3,28.0,100.0,143.0,0.63,0.11,0.75,0.6,0.71,0.48,0.08,0.56,0.45,0.53
Calvin Stengs,NED,"MF,FW",Feyenoord,Eredivisie,24,1998,29,26,2095,23.3,6,12,18,6,0,0,2,0,5.2,5.2,7.8,13.0,75.0,146.0,171.0,0.26,0.52,0.77,0.26,0.77,0.22,0.34,0.56,0.22,0.56
Filip Stevanovic,SRB,"FW,MF",RKC Waalwijk,Eredivisie,20,2002,16,7,625,6.9,2,0,2,2,0,0,1,0,1.5,1.5,0.9,2.4,34.0,17.0,65.0,0.29,0.0,0.29,0.29,0.29,0.21,0.13,0.34,0.21,0.34
Finn Stokkers,NED,FW,Go Ahead Eag,Eredivisie,27,1996,14,2,374,4.2,0,2,2,0,0,0,0,0,1.4,1.4,0.9,2.4,11.0,4.0,23.0,0.0,0.48,0.48,0.0,0.48,0.34,0.23,0.57,0.34,0.57
Yukinari Sugawara,JPN,DF,AZ Alkmaar,Eredivisie,23,2000,30,30,2557,28.4,4,7,11,4,0,0,1,0,2.0,2.0,6.0,7.9,64.0,154.0,132.0,0.14,0.25,0.39,0.14,0.39,0.07,0.21,0.28,0.07,0.28
Josip Šutalo,CRO,DF,Ajax,Eredivisie,23,2000,23,22,1980,22.0,1,0,1,1,0,0,2,0,1.3,1.3,0.2,1.5,14.0,67.0,4.0,0.05,0.0,0.05,0.05,0.05,0.06,0.01,0.07,0.06,0.07
Anas Tahiri,BEL,MF,Heerenveen,Eredivisie,28,1995,24,13,1161,12.9,4,2,6,0,4,4,2,0,3.6,0.5,1.1,1.6,30.0,86.0,38.0,0.31,0.16,0.47,0.0,0.16,0.28,0.08,0.37,0.04,0.12
Benjamin Tahirovic,BIH,MF,Ajax,Eredivisie,20,2003,26,18,1667,18.5,2,4,6,2,0,0,5,0,1.1,1.1,1.7,2.8,16.0,99.0,20.0,0.11,0.22,0.32,0.11,0.32,0.06,0.09,0.15,0.06,0.15
Ilias Takidine,BEL,"FW,MF",RKC Waalwijk,Eredivisie,22,2001,8,0,92,1.0,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,4.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.81,0.81,0.81
Elayis Tavsan,NED,FW,NEC Nijmegen,Eredivisie,22,2001,8,3,340,3.8,2,0,2,2,0,0,3,1,0.8,0.8,0.1,0.9,24.0,5.0,50.0,0.53,0.0,0.53,0.53,0.53,0.21,0.04,0.24,0.21,0.24
Kenneth Taylor,NED,"MF,DF",Ajax,Eredivisie,21,2002,34,31,2758,30.6,5,5,10,5,0,0,3,0,5.4,5.4,4.9,10.3,78.0,185.0,157.0,0.16,0.16,0.33,0.16,0.33,0.18,0.16,0.33,0.18,0.33
Søren Tengstedt,DEN,"MF,FW",Go Ahead Eag,Eredivisie,23,2000,14,2,405,4.5,0,2,2,0,0,0,0,0,0.9,0.9,0.9,1.8,13.0,11.0,25.0,0.0,0.44,0.44,0.0,0.44,0.19,0.2,0.39,0.19,0.39
Hidde ter Avest,NED,DF,Utrecht,Eredivisie,26,1997,27,24,2065,22.9,0,1,1,0,0,0,2,0,1.3,1.3,2.6,3.8,16.0,85.0,117.0,0.0,0.04,0.04,0.0,0.04,0.06,0.11,0.17,0.06,0.17
Jordan Teze,NED,DF,PSV Eindhoven,Eredivisie,23,1999,30,29,2483,27.6,2,9,11,2,0,0,4,0,1.3,1.3,6.6,7.9,66.0,240.0,162.0,0.07,0.33,0.4,0.07,0.4,0.05,0.24,0.29,0.05,0.29
Ryan Thomas,NZL,MF,Zwolle,Eredivisie,28,1994,7,5,337,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,8.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Lennart Thy,GER,"FW,MF",Zwolle,Eredivisie,31,1992,32,30,2674,29.7,13,2,15,13,0,0,2,0,8.8,8.8,1.7,10.5,18.0,70.0,118.0,0.44,0.07,0.5,0.44,0.5,0.29,0.06,0.35,0.29,0.35
Mathijs Tielemans,NED,MF,Vitesse,Eredivisie,21,2002,25,18,1673,18.6,1,1,2,1,0,0,3,0,0.6,0.6,1.7,2.3,27.0,89.0,29.0,0.05,0.05,0.11,0.05,0.11,0.03,0.09,0.13,0.03,0.13
Guus Til,NED,MF,PSV Eindhoven,Eredivisie,25,1997,30,23,2030,22.6,10,5,15,10,0,0,0,0,11.1,11.1,4.9,16.0,49.0,93.0,194.0,0.44,0.22,0.67,0.44,0.67,0.49,0.22,0.71,0.49,0.71
Malik Tillman,USA,"FW,MF",PSV Eindhoven,Eredivisie,21,2002,28,17,1594,17.7,9,10,19,9,0,0,2,0,6.8,6.8,8.7,15.4,55.0,84.0,150.0,0.51,0.56,1.07,0.51,1.07,0.38,0.49,0.87,0.38,0.87
Quinten Timber,NED,MF,Feyenoord,Eredivisie,22,2001,31,31,2663,29.6,7,9,16,7,0,0,4,0,6.8,6.7,7.1,13.7,60.0,187.0,173.0,0.24,0.3,0.54,0.24,0.54,0.23,0.24,0.47,0.23,0.46
Nathan Tjoe-A-On,IDN,"FW,DF",Heerenveen,Eredivisie,21,2001,4,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jens Toornstra,NED,"MF,FW",Utrecht,Eredivisie,34,1989,31,21,1781,19.8,4,5,9,4,0,0,3,0,3.0,3.0,5.2,8.2,14.0,89.0,105.0,0.2,0.25,0.45,0.2,0.45,0.15,0.26,0.41,0.15,0.41
Gernot Trauner,AUT,DF,Feyenoord,Eredivisie,31,1992,19,16,1362,15.1,1,2,3,1,0,0,1,0,0.7,0.7,1.1,1.8,24.0,112.0,4.0,0.07,0.13,0.2,0.07,0.2,0.05,0.07,0.12,0.05,0.12
Calvin Twigt,NED,MF,Volendam,Eredivisie,20,2003,26,22,2047,22.7,2,0,2,1,1,1,4,0,1.9,1.1,2.3,3.4,36.0,105.0,60.0,0.09,0.0,0.09,0.04,0.04,0.08,0.1,0.19,0.05,0.15
Przemysław Tytoń,POL,GK,Twente,Eredivisie,36,1987,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oscar Uddenäs,SWE,"FW,MF",Excelsior,Eredivisie,20,2002,23,2,470,5.2,3,0,3,3,0,0,1,0,1.4,1.4,0.4,1.7,6.0,6.0,36.0,0.57,0.0,0.57,0.57,0.57,0.26,0.07,0.33,0.26,0.33
Jeremy Udenhout,NED,DF,Excelsior,Eredivisie,20,2003,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayase Ueda,JPN,"FW,MF",Feyenoord,Eredivisie,24,1998,26,5,833,9.3,5,2,7,5,0,1,0,0,8.3,7.5,2.5,9.9,10.0,21.0,80.0,0.54,0.22,0.76,0.54,0.76,0.89,0.27,1.16,0.81,1.07
Manfred Ugalde,CRC,FW,Twente,Eredivisie,21,2002,18,17,1372,15.2,7,6,13,7,0,0,3,0,7.9,7.9,4.4,12.3,20.0,30.0,89.0,0.46,0.39,0.85,0.46,0.85,0.52,0.29,0.81,0.52,0.81
Jesper Uneken,NED,FW,PSV Eindhoven,Eredivisie,18,2004,1,0,3,0.0,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,30.0,0.0,30.0,30.0,30.0,12.58,0.0,12.58,12.58,12.58
Lars Unnerstall,GER,GK,Twente,Eredivisie,33,1990,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naci Ünüvar,NED,"FW,MF",Twente,Eredivisie,20,2003,19,2,508,5.6,3,3,6,3,0,0,0,0,2.5,2.5,1.4,3.9,16.0,38.0,54.0,0.53,0.53,1.06,0.53,1.06,0.45,0.25,0.7,0.45,0.7
Etienne Vaessen,SUR,GK,RKC Waalwijk,Eredivisie,28,1995,30,30,2644,29.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amourrichio Van Axel Dongen,NED,FW,Ajax,Eredivisie,18,2004,3,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Dave Van Den Berg,NED,MF,Zwolle,Eredivisie,23,2000,30,29,2556,28.4,5,2,7,5,0,0,7,0,3.1,3.1,2.8,5.9,43.0,181.0,97.0,0.18,0.07,0.25,0.18,0.25,0.11,0.1,0.21,0.11,0.21
Dario Van den Buijs,BEL,DF,RKC Waalwijk,Eredivisie,27,1995,30,30,2604,28.9,0,3,3,0,0,0,4,0,1.0,1.0,2.1,3.1,36.0,201.0,9.0,0.0,0.1,0.1,0.0,0.1,0.03,0.07,0.11,0.03,0.11
Jason Van Duiven,NED,"FW,MF",Almere City,Eredivisie,18,2005,13,1,292,3.2,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,2.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13
Alec Van Hoorenbeeck,BEL,DF,Twente,Eredivisie,24,1998,16,3,518,5.8,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,3.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
Syb Van Ottele,NED,"DF,MF",Heerenveen,Eredivisie,21,2002,26,15,1429,15.9,0,1,1,0,0,0,1,0,1.0,1.0,0.7,1.7,26.0,72.0,8.0,0.0,0.06,0.06,0.0,0.06,0.07,0.04,0.11,0.07,0.11
Joey Veerman,NED,MF,PSV Eindhoven,Eredivisie,24,1998,29,28,2382,26.5,5,16,21,5,0,0,1,0,4.3,4.3,14.1,18.4,52.0,314.0,77.0,0.19,0.6,0.79,0.19,0.79,0.16,0.53,0.7,0.16,0.7
Marko Vejinović,NED,MF,Heracles Almelo,Eredivisie,33,1990,14,7,674,7.5,0,0,0,0,0,0,5,0,0.6,0.6,1.0,1.6,3.0,85.0,18.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12
Odysseus Velanas,NED,"MF,FW",Zwolle,Eredivisie,25,1998,31,24,2143,23.8,5,5,10,5,0,0,5,0,5.0,5.0,4.1,9.1,57.0,56.0,159.0,0.21,0.21,0.42,0.21,0.42,0.21,0.17,0.38,0.21,0.38
Apostolos Vellios,GRE,"FW,MF",Zwolle,Eredivisie,31,1992,27,4,733,8.1,3,2,5,3,0,0,4,0,3.1,3.1,0.9,3.9,3.0,11.0,34.0,0.37,0.25,0.61,0.37,0.61,0.38,0.1,0.48,0.38,0.48
Tijs Velthuis,NED,DF,Sparta R'dam,Eredivisie,21,2002,25,19,1762,19.6,0,0,0,0,0,0,2,0,1.0,1.0,0.1,1.1,10.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
Calvin Verdonk,IDN,DF,NEC Nijmegen,Eredivisie,26,1997,33,32,2854,31.7,2,2,4,2,0,0,5,0,1.4,1.4,2.2,3.7,67.0,167.0,101.0,0.06,0.06,0.13,0.06,0.13,0.05,0.07,0.12,0.05,0.12
Hobie Verhulst,NED,GK,AZ Alkmaar,Eredivisie,30,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Verrips,NED,GK,Fortuna Sittard,Eredivisie,26,1996,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Arno Verschueren,BEL,MF,Sparta R'dam,Eredivisie,26,1997,27,27,2364,26.3,9,2,11,9,0,0,3,1,5.4,5.4,3.6,9.0,38.0,87.0,146.0,0.34,0.08,0.42,0.34,0.42,0.21,0.14,0.34,0.21,0.34
Yorbe Vertessen,BEL,FW,PSV Eindhoven,Eredivisie,22,2001,17,3,437,4.9,3,1,4,3,0,0,0,0,2.3,2.3,1.6,3.8,35.0,13.0,50.0,0.62,0.21,0.82,0.62,0.82,0.46,0.32,0.78,0.46,0.78
Niklas Vesterlund,DEN,"DF,FW",Utrecht,Eredivisie,24,1999,9,3,274,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,2.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15
Nick Viergever,NED,DF,Utrecht,Eredivisie,33,1989,25,23,2048,22.8,1,0,1,1,0,0,1,1,0.7,0.7,0.6,1.3,25.0,117.0,7.0,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.06,0.03,0.06
Rémy Vita,MAD,"DF,MF",Fortuna Sittard,Eredivisie,22,2001,15,6,592,6.6,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,12.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
Michel Vlap,NED,FW,Twente,Eredivisie,26,1997,29,24,1969,21.9,2,6,8,2,0,0,2,0,4.6,4.6,4.1,8.7,51.0,95.0,155.0,0.09,0.27,0.37,0.09,0.37,0.21,0.19,0.4,0.21,0.4
Joel Voelkerling Persson,SWE,FW,Vitesse,Eredivisie,20,2003,9,2,297,3.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Siemen Voet,BEL,DF,Fortuna Sittard,Eredivisie,23,2000,21,9,978,10.9,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.9,9.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
Silvano Vos,NED,MF,Ajax,Eredivisie,18,2005,11,3,351,3.9,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.2,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.06,0.04,0.06
Bart Vriends,NED,DF,Sparta R'dam,Eredivisie,32,1991,26,26,2205,24.5,2,1,3,2,0,0,3,0,2.0,2.0,0.8,2.8,11.0,112.0,4.0,0.08,0.04,0.12,0.08,0.12,0.08,0.03,0.11,0.08,0.11
Patrick Vroegh,NED,MF,RKC Waalwijk,Eredivisie,23,1999,3,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1
Patrik Wålemark,SWE,FW,Heerenveen,Eredivisie,21,2001,24,16,1240,13.8,3,2,5,3,0,0,2,0,3.6,3.6,1.5,5.1,34.0,24.0,101.0,0.22,0.15,0.36,0.22,0.36,0.26,0.11,0.37,0.26,0.37
Django Warmerdam,NED,"DF,FW",Sparta R'dam,Eredivisie,27,1995,15,11,895,9.9,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.1,11.0,29.0,36.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.11,0.06,0.11
Boy Waterman,NED,GK,PSV Eindhoven,Eredivisie,39,1984,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Webster,ENG,"MF,FW",Heerenveen,Eredivisie,19,2004,13,2,236,2.6,1,0,1,1,0,0,0,1,0.9,0.9,0.2,1.1,6.0,10.0,13.0,0.38,0.0,0.38,0.38,0.38,0.34,0.07,0.41,0.34,0.41
Lasse Wehmeyer,GER,FW,Heracles Almelo,Eredivisie,20,2002,7,2,167,1.9,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,1.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.2,0.11,0.31,0.2,0.31
Daouda Weidmann,CIV,"MF,DF",RKC Waalwijk,Eredivisie,20,2003,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36
Timon Wellenreuther,GER,GK,Feyenoord,Eredivisie,27,1995,19,17,1598,17.8,0,0,0,0,0,0,3,0,0.0,0.0,0.5,0.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
Sai van Wermeskerken,JPN,DF,NEC Nijmegen,Eredivisie,29,1994,3,1,164,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casper Widell,SWE,DF,Excelsior,Eredivisie,20,2003,30,27,2326,25.8,1,0,1,1,0,0,1,0,1.0,1.0,0.1,1.0,6.0,59.0,1.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04
Jannes Wieckhoff,GER,DF,Heracles Almelo,Eredivisie,22,2000,18,15,1360,15.1,0,1,1,0,0,0,3,0,1.0,1.0,0.9,2.0,30.0,35.0,55.0,0.0,0.07,0.07,0.0,0.07,0.07,0.06,0.13,0.07,0.13
Mats Wieffer,NED,MF,Feyenoord,Eredivisie,23,1999,29,29,2590,28.8,5,3,8,5,0,0,2,0,5.2,5.2,3.2,8.4,45.0,231.0,87.0,0.17,0.1,0.28,0.17,0.28,0.18,0.11,0.29,0.18,0.29
Owen Wijndal,NED,DF,Ajax,Eredivisie,23,1999,2,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.82,0.0,0.82
Jetro Willems,NED,DF,Heracles Almelo,Eredivisie,29,1994,20,11,1075,11.9,0,0,0,0,0,0,2,0,0.3,0.3,0.8,1.1,17.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09
Dani de Wit,NED,MF,AZ Alkmaar,Eredivisie,25,1998,32,29,2513,27.9,10,3,13,9,1,1,7,1,5.8,5.0,2.5,7.5,16.0,76.0,107.0,0.36,0.11,0.47,0.32,0.43,0.21,0.09,0.3,0.18,0.27
Mees de Wit,NED,DF,AZ Alkmaar,Eredivisie,25,1998,10,4,412,4.6,1,0,1,1,0,0,1,0,0.3,0.3,0.4,0.7,6.0,31.0,9.0,0.22,0.0,0.22,0.22,0.22,0.06,0.09,0.15,0.06,0.15
Maximilian Wittek,GER,DF,Vitesse,Eredivisie,27,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.3,0.15,0.3
Melle Witteveen,NED,FW,Heerenveen,Eredivisie,20,2003,5,0,72,0.8,0,1,1,0,0,0,0,0,0.5,0.5,0.2,0.7,3.0,3.0,9.0,0.0,1.25,1.25,0.0,1.25,0.59,0.23,0.82,0.59,0.82
Ricky van Wolfswinkel,NED,"FW,MF",Twente,Eredivisie,34,1989,32,17,1886,21.0,16,1,17,14,2,2,4,0,10.3,8.8,3.9,12.7,18.0,48.0,120.0,0.76,0.05,0.81,0.67,0.72,0.49,0.19,0.68,0.42,0.61
Redouan El Yaakoubi,NED,"DF,MF",Excelsior,Eredivisie,27,1996,27,25,2262,25.1,0,3,3,0,0,0,2,0,1.2,1.2,2.2,3.4,29.0,122.0,12.0,0.0,0.12,0.12,0.0,0.12,0.05,0.09,0.14,0.05,0.14
Mehmet Yuksel,NED,"DF,FW",Sparta R'dam,Eredivisie,21,2001,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5
Arthur Zagre,FRA,DF,Excelsior,Eredivisie,21,2001,28,28,2313,25.7,1,4,5,1,0,0,6,1,1.6,1.6,1.5,3.1,66.0,72.0,79.0,0.04,0.16,0.19,0.04,0.19,0.06,0.06,0.12,0.06,0.12
Gjivai Zechiël,NED,"DF,MF",Feyenoord,Eredivisie,19,2004,2,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29
Lequincio Zeefuik,NED,"MF,FW",AZ Alkmaar,Eredivisie,18,2004,6,0,59,0.7,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,2.0,3.0,5.0,0.0,1.53,1.53,0.0,1.53,0.25,0.51,0.76,0.25,0.76
Lequincio Zeefuik,NED,"FW,MF",Volendam,Eredivisie,18,2004,16,8,773,8.6,3,1,4,3,0,0,3,0,1.9,1.9,0.9,2.9,9.0,9.0,28.0,0.35,0.12,0.47,0.35,0.47,0.23,0.11,0.33,0.23,0.33
Ramiz Zerrouki,ALG,MF,Feyenoord,Eredivisie,25,1998,26,15,1387,15.4,0,0,0,0,0,0,3,0,0.4,0.4,1.8,2.2,27.0,153.0,38.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.14,0.02,0.14
Giovanni van Zwam,NED,DF,Vitesse,Eredivisie,19,2004,12,3,492,5.5,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.3,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05
Willum Þór Willumsson,ISL,MF,Go Ahead Eag,Eredivisie,24,1998,31,31,2672,29.7,7,2,9,7,0,0,1,1,5.5,5.5,3.9,9.4,59.0,137.0,140.0,0.24,0.07,0.3,0.24,0.3,0.18,0.13,0.32,0.18,0.32
Rodrigo Abascal,URU,DF,Boavista,Primeira Liga,29,1994,29,29,2479,27.5,2,0,2,2,0,0,8,0,1.4,1.4,0.6,2.0,17.0,83.0,19.0,0.07,0.0,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07
Antonio Adán,ESP,GK,Sporting CP,Primeira Liga,36,1987,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Adeniran,ENG,MF,Portimonense,Primeira Liga,24,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Agirregabiria,ESP,DF,Famalicão,Primeira Liga,27,1996,24,13,1207,13.4,0,0,0,0,0,0,4,0,0.1,0.1,0.6,0.7,18.0,52.0,66.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.05,0.01,0.05
Salvador Agra,POR,"FW,DF",Boavista,Primeira Liga,31,1991,31,31,2459,27.3,3,1,4,3,0,0,7,0,2.3,2.3,3.6,5.9,60.0,89.0,174.0,0.11,0.04,0.15,0.11,0.15,0.08,0.13,0.22,0.08,0.22
Matheus Aiás,BRA,"FW,MF",Moreirense,Primeira Liga,26,1996,18,5,477,5.3,2,0,2,2,0,0,0,0,1.9,1.9,0.2,2.1,5.0,14.0,28.0,0.38,0.0,0.38,0.38,0.38,0.36,0.04,0.4,0.36,0.4
Alan,BRA,MF,Moreirense,Primeira Liga,23,2000,33,29,2454,27.3,3,4,7,3,0,1,5,0,3.9,3.1,4.0,7.0,63.0,164.0,95.0,0.11,0.15,0.26,0.11,0.26,0.14,0.15,0.29,0.11,0.26
Rafael Alcobia,POR,DF,Portimonense,Primeira Liga,20,2003,3,2,203,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
Alemão,BRA,DF,Portimonense,Primeira Liga,20,2002,27,27,2367,26.3,2,0,2,2,0,0,7,0,0.7,0.7,0.4,1.1,9.0,43.0,3.0,0.08,0.0,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04
Ali Alipour,IRN,FW,Gil Vicente FC,Primeira Liga,27,1995,19,9,804,8.9,2,0,2,1,1,1,1,0,2.7,1.9,1.0,2.9,8.0,11.0,43.0,0.22,0.0,0.22,0.11,0.11,0.3,0.11,0.41,0.21,0.32
Almeida,BRA,DF,Estrela,Primeira Liga,23,2000,7,5,486,5.4,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,2.0,10.0,1.0,0.0,0.19,0.19,0.0,0.19,0.01,0.01,0.02,0.01,0.02
Pedro Álvaro,POR,DF,Estoril,Primeira Liga,23,2000,20,20,1787,19.9,0,1,1,0,0,0,6,1,0.5,0.5,1.1,1.6,2.0,31.0,4.0,0.0,0.05,0.05,0.0,0.05,0.03,0.06,0.08,0.03,0.08
Pedro Amador,POR,DF,Moreirense,Primeira Liga,24,1998,21,14,1130,12.6,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.9,30.0,27.0,46.0,0.0,0.08,0.08,0.0,0.08,0.01,0.06,0.07,0.01,0.07
Artur Jorge Marques Amorim,POR,DF,Farense,Primeira Liga,28,1994,9,5,493,5.5,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
André André,POR,MF,Vitória,Primeira Liga,33,1989,18,6,653,7.3,0,3,3,0,0,0,9,0,0.4,0.4,2.5,2.9,17.0,46.0,27.0,0.0,0.41,0.41,0.0,0.41,0.05,0.35,0.4,0.05,0.4
Andrew,BRA,GK,Gil Vicente FC,Primeira Liga,22,2001,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Antonisse,CUW,FW,Moreirense,Primeira Liga,21,2002,24,2,548,6.1,0,1,1,0,0,0,6,1,1.6,1.6,1.5,3.2,21.0,23.0,51.0,0.0,0.16,0.16,0.0,0.16,0.27,0.25,0.52,0.27,0.52
Pedro Aparício,POR,"MF,FW",Moreirense,Primeira Liga,27,1995,15,2,329,3.7,1,0,1,1,0,0,2,0,0.9,0.9,0.5,1.3,7.0,20.0,16.0,0.27,0.0,0.27,0.27,0.27,0.24,0.12,0.37,0.24,0.37
Óscar Aranda,ESP,"FW,MF",Famalicão,Primeira Liga,21,2002,21,8,717,8.0,1,0,1,1,0,0,3,0,0.9,0.9,0.8,1.7,27.0,40.0,24.0,0.13,0.0,0.13,0.13,0.13,0.11,0.1,0.21,0.11,0.21
Henrique Araújo,POR,FW,Famalicão,Primeira Liga,21,2002,20,7,680,7.6,0,0,0,0,0,0,1,0,1.4,1.4,0.8,2.1,6.0,11.0,32.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,0.28,0.18,0.28
